"行","事務所コード","関与先コード","納税者(関与先)","決算月","申請・届出書類名","提出先","電子申請データ作成","電子署名(納税者)","電子署名(税理士)","送信","申請受付日時","即時通知","受信通知","送付書","提出期限","報告書","実践報告","監査担当者"
"130","15180","290","平山　喜久",,"適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.24(13:58)",,"完了","済"," 4. 6.27(13:26)","正常","正常","有",,,"－","池上　明日香"
"131","15180","922","木村　弘法",,"適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.24(13:43)",,"完了","済"," 4. 6.27(13:26)","正常","正常","有",,,"－","林　真理枝"
"132","15180","026","武安　亨",,"適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.23(15:58)",,"完了","済"," 4. 6.27(13:26)","正常","正常","有",,,"－","前田　拓哉"
"133","15180","947","矢吹　勇紀",,"適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.23(16:01)",,"完了","済"," 4. 6.27(13:26)","正常","正常","有",,,"－","大野　弘貴"
"134","15180","923","米川　定子",,"適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.23(16:01)",,"完了","済"," 4. 6.27(13:26)","正常","正常","有",,,"－","山内　龍輝"
"135","15180","013","岡　賢蔵",,"適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.23(15:58)",,"完了","済"," 4. 6.27(13:26)","正常","正常","有",,,"－","前田　拓哉"
"136","15180","399","大田　仁",,"適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.23(16:00)",,"完了","済"," 4. 6.27(13:26)","正常","正常","有",,,"－","岡本　拓"
"137","15180","328","松本　義博",,"適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.23(15:59)",,"完了","済"," 4. 6.27(13:26)","正常","正常","有",,,"－","奥谷　佐代子"
"138","15180","349","木村　つやこ",,"適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.23(15:59)",,"完了","済"," 4. 6.27(13:26)","正常","正常","有",,,"－","岡本　拓"
"139","5121","414","株式会社　九頭龍","3","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.23(15:54)",,"完了","済"," 4. 6.27(13:26)","正常","正常",,,,"－","増田　健司"
"140","5121","186","株式会社　木船総業","1","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.23(15:51)",,"完了","済"," 4. 6.27(13:26)","正常","正常",,,,"－","山内　龍輝"
"141","5121","994","株式会社　オフィス．Ｋ－ＬＩＦＥ","8","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.23(15:57)",,"完了","済"," 4. 6.27(13:26)","正常","正常",,,,"－","上畠　達也"
"142","5121","249","株式会社　義工業","11","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.23(15:52)",,"完了","済"," 4. 6.27(13:26)","正常","正常",,,,"－","大野　弘貴"
"143","5121","771","株式会社　Ｙ．Ｋ．Ｆ","10","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.23(15:56)",,"完了","済"," 4. 6.27(13:26)","正常","正常",,,,"－","二間　晃治"
"144","5121","574","株式会社　エスエス","8","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.23(15:55)",,"完了","済"," 4. 6.27(13:26)","正常","正常",,,,"－","山内　龍輝"
"145","5121","406","株式会社　信輝","7","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.23(15:53)",,"完了","済"," 4. 6.27(13:26)","正常","正常",,,,"－","大野　弘貴"
"146","5121","143","藤利食品　有限会社","9","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.23(15:51)",,"完了","済"," 4. 6.27(13:26)","正常","正常",,,,"－","増田　健司"
"147","5121","055","株式会社　サンセール藤原","6","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.23(15:51)",,"完了","済"," 4. 6.27(13:26)","正常","正常",,,,"－","山内　龍輝"
"148","5121","425","株式会社　サンキョウ","2","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.23(15:54)",,"完了","済"," 4. 6.27(13:26)","正常","正常",,,,"－","山﨑　智之"
"149","5121","917","ジャニスクリエイト　株式会社","4","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.23(15:57)",,"完了","済"," 4. 6.27(13:26)","正常","正常",,,,"－","大野　弘貴"
"150","5121","864","岡崎興業　株式会社","6","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.23(15:56)",,"完了","済"," 4. 6.27(13:26)","正常","正常",,,,"－","増田　健司"
"151","5121","982","株式会社　大和屋","12","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.23(15:57)",,"完了","済"," 4. 6.27(13:26)","正常","正常",,,,"－","大神　浩央"
"152","5121","455","有限会社　パーマックドライセンター","6","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.23(15:54)",,"完了","済"," 4. 6.27(13:26)","正常","正常",,,,"－","山﨑　智之"
"153","5121","796","株式会社　コーシンパートナーズ","8","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.24(14:10)",,"完了","済"," 4. 6.27(13:26)","正常","正常",,,,"－","胤森　和樹"
"154","5121","517","株式会社　昇和建設","9","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.23(15:54)",,"完了","済"," 4. 6.27(13:26)","正常","正常",,,,"－","大神　浩央"
"155","5121","766","日本クリエイト　株式会社","11","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.24(14:14)",,"完了","済"," 4. 6.27(13:26)","正常","正常",,,,"－","吉田　由美"
"156","5121","308","大和ホールディングス株式会社","4","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.23(15:52)",,"完了","済"," 4. 6.27(13:26)","正常","正常",,,,"－","大神　浩央"
"157","5121","904","株式会社　エスアイカンパニー","3","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.23(15:57)",,"完了","済"," 4. 6.27(13:25)","正常","正常",,,,"－","山内　龍輝"
"158","5121","397","株式会社　建栄","3","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.23(15:53)",,"完了","済"," 4. 6.27(13:25)","正常","正常",,,,"－","大野　弘貴"
"159","5121","305","株式会社　広島ケロシンサービス","4","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.23(15:52)",,"完了","済"," 4. 6.27(13:25)","正常","正常",,,,"－","吉田　由美"
"160","5121","969","有限会社　新光陸運","10","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.23(15:57)",,"完了","済"," 4. 6.27(13:25)","正常","正常",,,,"－","山内　龍輝"
"161","5121","946","株式会社　ポップジャパン","3","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.23(15:57)",,"完了","済"," 4. 6.27(13:25)","正常","正常",,,,"－","吉田　由美"
"162","5121","878","合同会社　Ｈ．Ｔ．Ｓ","9","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.24(14:07)",,"完了","済"," 4. 6.27(13:25)","正常","正常",,,,"－","山内　龍輝"
"163","5121","769","岡田自動車　株式会社","9","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.23(15:56)",,"完了","済"," 4. 6.27(13:25)","正常","正常",,,,"－","山内　龍輝"
"164","5121","724","株式会社　ＮＳコンサルタンツ","12","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.23(15:56)",,"完了","済"," 4. 6.27(13:25)","正常","正常",,,,"－","小林　政則"
"165","5121","659","株式会社　トップセキュリティー","5","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.24(14:18)",,"完了","済"," 4. 6.27(13:25)","正常","正常",,,,"－","上畠　達也"
"166","5121","524","株式会社　久本商店","12","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.23(15:55)",,"完了","済"," 4. 6.27(13:25)","正常","正常",,,,"－","奥谷　佐代子"
"167","5121","661","有限会社　アーム","6","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.23(15:55)",,"完了","済"," 4. 6.27(13:25)","正常","正常",,,,"－","吉田　由美"
"168","5121","502","株式会社　コニリア","6","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.23(15:54)",,"完了","済"," 4. 6.27(13:25)","正常","正常",,,,"－","大神　浩央"
"169","5121","539","株式会社　ホーユー","3","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.23(15:55)",,"完了","済"," 4. 6.27(13:25)","正常","正常",,,,"－","岡本　拓"
"170","5121","356","株式会社　プリオテック","5","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.23(15:53)",,"完了","済"," 4. 6.27(13:25)","正常","正常",,,,"－","二間　晃治"
"171","5121","460","株式会社　カー・ドクターＴ３","6","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.23(15:54)",,"完了","済"," 4. 6.27(13:25)","正常","正常",,,,"－","二間　晃治"
"172","5121","325","有限会社　佐々木弘工務店","2","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.23(15:53)",,"完了","済"," 4. 6.27(13:25)","正常","正常",,,,"－","上畠　達也"
"173","5121","321","有限会社　ウェルストン","2","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.23(15:53)",,"完了","済"," 4. 6.27(13:25)","正常","正常",,,,"－","増田　健司"
"174","5121","312","有限会社　パル動物病院","12","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.24(14:27)",,"完了","済"," 4. 6.27(13:25)","正常","正常",,,,"－","胤森　和樹"
"175","5121","200","有限会社　奥村重機工業","10","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.23(15:51)",,"完了","済"," 4. 6.27(13:25)","正常","正常",,,,"－","上畠　達也"
"176","5121","361","日本グローバルサービス　株式会社","3","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.24(14:23)",,"完了","済"," 4. 6.27(13:25)","正常","正常",,,,"－","増田　健司"
"177","5121","389","有限会社　ケイ・ティ・ティ","8","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.23(15:53)",,"完了","済"," 4. 6.27(13:25)","正常","正常",,,,"－","二間　晃治"
"178","5121","292","有限会社　杉本設備","9","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.23(15:52)",,"完了","済"," 4. 6.27(13:25)","正常","正常",,,,"－","増田　健司"
"179","5121","255","有限会社　アフコメンテナンス","5","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.23(15:52)",,"完了","済"," 4. 6.27(13:25)","正常","正常",,,,"－","山内　龍輝"
"180","5121","131","株式会社　エム・アイ・シー","3","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.23(15:51)",,"完了","済"," 4. 6.27(13:25)","正常","正常",,,,"－","増田　健司"
"181","5121","085","医療法人社団　誠友会","8","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.24(14:57)",,"完了","済"," 4. 6.27(13:25)","正常","正常",,,,"－","小林　政則"
"182","5121","064","株式会社　天恵グループ","6","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.23(15:51)",,"完了","済"," 4. 6.27(13:25)","正常","正常",,,,"－","山﨑　智之"
"183","5121","050","みどり観光開発　株式会社","5","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.23(15:51)",,"完了","済"," 4. 6.27(13:25)","正常","正常",,,,"－","大神　浩央"
"184","99999","983","株式会社　デジタルスタジオ","2","給与支払事務所等の開設・移転・廃止届出書","税務署"," 4. 6.16(08:28)",,"完了","済"," 4. 6.24(13:20)","正常","正常",,,"○","－","佐々木　博也"
"185","99999","983","株式会社　デジタルスタジオ","2","異動届出書","税務署"," 4. 6.16(08:39)",,"完了","済"," 4. 6.24(13:20)","正常","正常",,,"○","－","佐々木　博也"
"186","5121","149","株式会社　五石電設工業","6","消費税簡易課税制度選択届出書","税務署"," 4. 6.14(17:03)",,"完了","済"," 4. 6.24(13:20)","正常","正常",,,"○","－","横井　要"
"187","5121","149","株式会社　五石電設工業","6","消費税課税事業者届出書","税務署"," 4. 6.14(17:03)",,"完了","済"," 4. 6.24(13:20)","正常","正常",,,"○","－","横井　要"
"188","15180","975","ｇｌｉｍｐｓｅ","12","消費税の納税義務者でなくなった旨の届出書","税務署"," 4. 6.14(13:21)",,"完了","済"," 4. 6.24(13:20)","正常","正常",,,"○","－","宮奥　千悠"
"189","5121","160","有限会社　タナカ硝子","6","消費税課税事業者届出書","税務署"," 4. 6.23(13:23)",,"完了","済"," 4. 6.24(13:20)","正常","正常",," 4. 6.30","○","－","池上　明日香"
"190","15180","985","岸本　亮義",,"適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:56)",,"完了","済"," 4. 6.23(15:10)","正常","正常","有",,"○","－","加藤　雄也"
"191","15180","591","田本　俊幸",,"適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.15(19:38)",,"完了","済"," 4. 6.23(15:10)","正常","正常","有",,"○","－","横井　要"
"192","99999","413","吉岡　勇喜",,"適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.15(19:42)",,"完了","済"," 4. 6.23(15:09)","正常","正常","有",,"○","－","佐々木　博也"
